# gapseq version: 1.1 8d4d2ce
# Sequence DB md5sum: 1139b8e (2022-02-11, Bacteria)
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A3N1E1	42.037	2.95e-134	429	98	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6732	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0L900	42.857	1.88e-132	424	93	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36343	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0L900	42.857	1.79e-132	424	93	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16694	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0L900	42.857	1.60e-132	424	93	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6775	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0L900	42.969	3.84e-132	423	93	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6651	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0KEM2	43.275	6.88e-132	423	93	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36343	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0KEM2	43.275	6.56e-132	423	93	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16694	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0KEM2	43.275	5.87e-132	423	93	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6775	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0LPA9	42.829	1.21e-131	422	94	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36355	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0LPA9	42.829	1.15e-131	422	94	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16706	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0LPA9	42.829	1.03e-131	422	94	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6787	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0LPA9	43.023	3.59e-131	421	94	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6663	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0KEM2	43.470	2.89e-131	421	93	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6651	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0PVN7	41.121	2.99e-130	418	97	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36424	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0PVN7	41.121	2.85e-130	418	97	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16775	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0PVN7	41.121	2.55e-130	418	97	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6856	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0PVN7	41.308	5.76e-130	417	97	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6732	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0QBN4	39.813	6.60e-128	412	97	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36424	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0QBN4	39.813	6.29e-128	412	97	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16775	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0QBN4	39.813	5.63e-128	412	97	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6856	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0QBN4	40.000	2.79e-127	410	97	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6732	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0M665	40.784	2.88e-127	409	93	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36337	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0M665	40.784	2.75e-127	409	93	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16688	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0M665	40.784	2.47e-127	409	93	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6769	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0M665	40.980	1.14e-126	407	93	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6645	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A4XYC6	39.922	9.63e-126	405	92	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36340	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A4XYC6	39.922	9.18e-126	405	92	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16691	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A4XYC6	39.922	8.22e-126	405	92	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6772	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0R3N9	40.112	1.21e-125	405	97	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36424	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0R3N9	40.112	1.15e-125	405	97	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16775	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0R3N9	40.112	1.03e-125	405	97	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6856	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A4XYC6	40.117	3.24e-125	404	92	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6648	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0R3N9	40.299	2.85e-125	404	97	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6732	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1TEQ0	40.556	7.20e-125	403	97	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36424	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1TEQ0	40.556	6.86e-125	403	97	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16775	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1TEQ0	40.556	6.15e-125	403	97	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6856	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0Q5P0	40.341	3.56e-125	403	97	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34895	36418	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0Q5P0	40.341	3.40e-125	403	97	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15246	16769	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0Q5P0	40.341	3.05e-125	403	97	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5327	6850	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1TEQ0	40.741	1.75e-124	401	97	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6732	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A0Q5P0	40.114	1.51e-124	401	97	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5203	6726	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1SRS5	40.467	1.72e-123	399	93	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36343	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1SRS5	40.467	1.64e-123	399	93	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16694	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1SRS5	40.467	1.47e-123	399	93	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6775	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1SRS5	40.661	3.19e-123	398	93	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6651	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A5V1D8	42.185	7.38e-123	397	98	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36424	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A5V1D8	42.185	7.04e-123	397	98	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16775	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A5V1D8	42.185	6.32e-123	397	98	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6856	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A5V1D8	42.185	3.79e-122	394	98	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6732	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A3QBW1	38.848	7.33e-118	382	98	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36415	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A3QBW1	38.848	7.00e-118	382	98	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16766	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A3QBW1	38.848	6.28e-118	382	98	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6847	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A3QBW1	38.848	5.85e-117	379	98	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6723	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A4QCJ4	40.828	2.41e-115	375	94	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36343	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A4QCJ4	40.828	2.30e-115	375	94	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16694	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A4QCJ4	40.828	2.06e-115	375	94	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5291	6775	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A4QCJ4	41.026	6.75e-115	373	94	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5167	6651	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A2SKF8	42.460	7.58e-112	365	90	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34907	36343	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A2SKF8	42.460	7.23e-112	365	90	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15258	16694	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A2SKF8	42.460	6.49e-112	365	90	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5339	6775	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1S413	39.448	6.96e-112	365	93	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34874	36337	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1S413	39.448	6.64e-112	365	93	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15225	16688	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1S413	39.448	5.96e-112	365	93	NODE_2819_length_7882_cov_305.625 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5306	6769	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A1S413	39.448	3.11e-111	363	93	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5182	6645	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A2SKF8	41.897	3.84e-110	360	90	NODE_1805_length_10689_cov_203.124 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5215	6657	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A5V9W3	39.189	5.62e-110	357	98	NODE_335_length_40443_cov_133.173 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	34859	36412	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9		UniRef90_A5V9W3	39.189	5.39e-110	357	98	NODE_1159_length_17389_cov_16.2332 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	15210	16763	|ANAGLYCOLYSIS-PWY|	good_blast	threshold	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	1
